1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"40,546","37,291","37,164","36,997","39,233","39,222","41,008","42,355","42,574","41,964","41,080","41,064","41,799","41,634","41,581","41,573","42,154","42,296","43,459","45,123","45,012","46,535","47,334","48,826","50,760","52,431","53,455","53,112","51,127","51,937","53,065","53,515","53,952","55,011","55,508","55,936","57,209","58,192","58,669","56,138","59,878","60,731","60,218"
